Video Id,Comment ID,Author,Text,Likes,Time,Cleaned Text,label
1,Ugwx_UBFShYeASExmdV4AaABAg,@KrishanDharmasiri,"හදුහේටියා මඩකලපුමිල්ලා හේලි කොප්පරේන්ගිහිල්ලා කියනවා  මල්වතු ඹය පිටර ගලා මඩකලපුව යටඋනා කියලා    මුන්  ජනතාවට   වෙෙයිරපැතුරුවා විතරයි 
මුන් කැලේ බාේක්කු යට හිටියෙි බොකුවයට",0,1764720000,හදුහේටියා මඩකලපුමිල්ලා හේලි කොප්පරේන්ගිහිල්ලා කියනවා මල්වතු ඹය පිටර ගලා මඩකලපුව යටඋනා කියලා මුන් ජනතාවට වෙෙයිරපැතුරුවා විතරයි මුන් කැලේ බාේක්කු යට හිටියෙි බොකුවයට,Disinfo
1,UgziEr4CRmhpQ2ZjVXF4AaABAg,@DeepalFernando-k2p,Haduna patta. Hora,0,1764547200,haduna patta hora,Hate
1,UgwdqopqykabZA_I0rN4AaABAg,@gemunugemunu8698,Big kochchan,0,1764460800,big kochchan,"Normal
"
1,UgxXeF6fHtvEIWPExq54AaABAg,@alawagedagoa,"Best thing comes last…..
Andurana kenek da ? Fantastic question from the media man 🎉
Look at his answer……..it tells all. ☝️",1,1764460800,best thing comes last andurana kenek da fantastic question from the media man look at his answer it tells all,"Normal
"
1,UgygXeXvB1BimoBrc254AaABAg,@kithsirigeethakumara8533,😂😂😂😂😂lajae,0,1764460800,lajae,"Normal
"
1,UgwPY660tLHxRFv1OBl4AaABAg,@LeelasiriEdirisingha,Meka big kuchcan ekak,0,1764460800,meka big kuchcan ekak,"Normal
"
1,UgyVo4BcH7pB_eK8WP14AaABAg,@padhmalpeiris,This guy is unbelievable. Always in shxt.,0,1764374400,this guy is unbelievable always in shxt,Hate
1,UgwTB4ll3biDwmD7sVl4AaABAg,@syndi-w3k,"වැරැද්ද කරපු එකාම CID එකට යනව 😂 වැරැද්ද හෙලි කිරීමට විරුද්ධව. CID එක මුංගෙ සාක්කුවෙ තියෙන්නෙ. ඕකට ගියා කියල සුද්ද කරන්න බෑ හඳුන්. වැරැද්දක් වෙලා නැත්තං අපහාසයකුත් නෑනෙ. නීතියෙං තහනමක් නෑ call එකක් record කරන්න. සහ බෙදාහරින්න.
දැං උගෙ හඬපට leak කරන එක නීති විරෝධී වැඩක්ද ? අපහාස නඩුවක් දාන්නෙ මොන අපහාසයටද ?
හරියමං නීතියක් තියෙන රටකනං “අපහාසය” කියන දේට නඩු දාන්න බෑ. මේ ලබ්බෙ තියෙන්නෙ අමුතු නීති. එහෙම නඩුදාන්න පුළුවන්ං රනිල්ට, මහින්දට කරපු අපහාස වලට මුං ඔක්කොම ඉන්න ඕනි ඇතුලෙ.",1,1764374400,වැරැද්ද කරපු එකාම cid එකට යනව වැරැද්ද හෙලි කිරීමට විරුද්ධව cid එක මුංගෙ සාක්කුවෙ තියෙන්නෙ ඕකට ගියා කියල සුද්ද කරන්න බෑ හඳුන් වැරැද්දක් වෙලා නැත්තං අපහාසයකුත් නෑනෙ නීතියෙං තහනමක් නෑ call එකක් record කරන්න සහ බෙදාහරින්න දැං උගෙ හඬපට leak කරන එක නීති විරෝධී වැඩක්ද අපහාස නඩුවක් දාන්නෙ මොන අපහාසයටද හරියමං නීතියක් තියෙන රටකනං අපහාසය කියන දේට නඩු දාන්න බෑ මේ ලබ්බෙ තියෙන්නෙ අමුතු නීති එහෙම නඩුදාන්න පුළුවන්ං රනිල්ට මහින්දට කරපු අපහාස වලට මුං ඔක්කොම ඉන්න ඕනි ඇතුලෙ,Disnfo
1,Ugwn3dikAK3ob48rqZx4AaABAg,@ChammiWasantha,Meka mokatada kiwwe licence eka balaganam kiyala .munta wena nam walin depala thiye.,0,1764374400,meka mokatada kiwwe licence eka balaganam kiyala munta wena nam walin depala thiye,Disinfo
1,UgybZEIg6GlkFb8EIwt4AaABAg,@TharinduKodagoda,CID කියන්නේ පැලවත්තටම තමයි වෙනස තියෙන්නේ ටිල්වින් නැති එක.,2,1764201600,cid කියන්නේ පැලවත්තටම තමයි වෙනස තියෙන්නේ ටිල්වින් නැති එක,"Normal
"
1,UgyRCU9UeY3CJOR32OF4AaABAg,@ashokaherath783,Mulu hadapatema dapalla ai me cut karala danne mulu hadapatema dapuwama adahasa wenas😢😢😢😢😢,0,1764201600,mulu hadapatema dapalla ai me cut karala danne mulu hadapatema dapuwama adahasa wenas,"Normal
"
1,UgwyYzUlV8PYp21MT8F4AaABAg,@ගමගාල්ල,ලයිසන් නැත්නම් මන් බලා ගන්නම්😂,2,1764201600,ලයිසන් නැත්නම් මන් බලා ගන්නම්,"Normal
"
1,UgxwkylOqMabBX5jFsN4AaABAg,@ගමගාල්ල,එදා ජෙප්පී පාර්ලිමේන්තු හොරු ගෙන කතා කරලා පැමිණිලි නොකලේ පස්සේ කුට්ටිය ගත්තා නිසා,2,1764201600,එදා ජෙප්පී පාර්ලිමේන්තු හොරු ගෙන කතා කරලා පැමිණිලි නොකලේ පස්සේ කුට්ටිය ගත්තා නිසා,Disinfo
1,UgwElgPjoXaV4DH4SmJ4AaABAg,@TheConcepts-සංකල්ප-l8v,ජනතාවට නොමිලේ දෙන්න හාල් ගෙනැල්ල කියල තමයි හඳුනෙත්ති කියන්නේ... ගේන්න ඇත්තෙ ජයසාන්ත අයියා වෙන්න ඇති නොමිලේ දෙන්න. අපි නොදන්න චෙස්!,5,1764201600,ජනතාවට නොමිලේ දෙන්න හාල් ගෙනැල්ල කියල තමයි හඳුනෙත්ති කියන්නේ ගේන්න ඇත්තෙ ජයසාන්ත අයියා වෙන්න ඇති නොමිලේ දෙන්න අපි නොදන්න චෙස්,"Normal
"
1,UgymTFVy5QEWttylDW94AaABAg,@LaSLMax,Goo jeppo 😂,1,1764201600,goo jeppo,"Normal
"
1,UgzKm1A4zdAn9oTbdvR4AaABAg,@ධර්මතුංගදිසානායක,ඒක තනිකරම Ai,1,1764201600,ඒක තනිකරම ai,"Normal
"
1,UgzphRVHQMcIXWJgRGh4AaABAg,@katsullivan,බත් මුට්ටි උස්සන් හොරකම් කරපු ජෙපි හැත්ත ටයිකෝට් ඇඳන් හොරකම් කරන්න හදනවා. හත්පොලේ ගාගන්නවා. වලං ශානිගාවට දුවන් යනවා බේරලා දියන් කියලා. CID එක පැලවත්තේ ශාඛාවක් ඇරියොත් මොකද..? වලං ශානිට එහෙම offive එකක් දෙමු.,3,1764201600,බත් මුට්ටි උස්සන් හොරකම් කරපු ජෙපි හැත්ත ටයිකෝට් ඇඳන් හොරකම් කරන්න හදනවා හත්පොලේ ගාගන්නවා වලං ශානිගාවට දුවන් යනවා බේරලා දියන් කියලා cid එක පැලවත්තේ ශාඛාවක් ඇරියොත් මොකද වලං ශානිට එහෙම offive එකක් දෙමු,Hate
1,Ugwcl-iMpYGpcM1sjVB4AaABAg,@NethmiNisansala-v3i7i,Munta reanna beri unath cid akata yanwa,1,1764201600,munta reanna beri unath cid akata yanwa,Hate
1,UgxoDBPhmMYFWzs4YPB4AaABAg,@gayanhettiarachchi-q2k,oya vedio  ake sorce akath sajithda,0,1764201600,oya vedio ake sorce akath sajithda,"Normal
"
1,UgwhuzLYdMTQJcQP6n94AaABAg,@avenom3877,a new meme detected,1,1764201600,a new meme detected,"Normal
"
1,UgyAqp4mA_fyGyIzkcF4AaABAg,@hashmilasewwandi9118,හ්ම්ම්ම්ම්ම් ඉරකි තිතකි.,4,1764201600,හ්ම්ම්ම්ම්ම් ඉරකි තිතකි,"Normal
"
1,UgyVuVdLrEa7efL8jId4AaABAg,@ilovenaturevibe,පට්ට හොරු කාලකන්නි අනුන්ට හොරා කියන උන් තමා ඇත්තම හොරු,1,1764201600,පට්ට හොරු කාලකන්නි අනුන්ට හොරා කියන උන් තමා ඇත්තම හොරු,Hate
1,Ugzm3c3fe4p_7xPfw0R4AaABAg,@КАКАЅНІ,මේක නම් හෝදන්න අමාරුයියි😢 අනුර පාර්ලිමේන්තුවට ඇවිල්ලා පොඩි කයියක් දීලා ෂේප් කරනම් හරි. 😊,36,1764201600,මේක නම් හෝදන්න අමාරුයියි අනුර පාර්ලිමේන්තුවට ඇවිල්ලා පොඩි කයියක් දීලා ෂේප් කරනම් හරි,Hate
1,Ugzm3c3fe4p_7xPfw0R4AaABAg.AQ-KswCcnv6AQ0HsatbYlp,@CharukaNawodaya,හෙලිකොප්ටර් එකෙන් බැහැලා ඇවිල්ලා බදාගන්නලු ඉන්නේ අනුර😅,3,1764201600,හෙලිකොප්ටර් එකෙන් බැහැලා ඇවිල්ලා බදාගන්නලු ඉන්නේ අනුර,"Normal
"
1,Ugzm3c3fe4p_7xPfw0R4AaABAg.AQ-KswCcnv6AQ0cuE8kSSH,@Mango-m5m,එහෙම වෙන අයට  අපෙ call record කරන එක නවත්වන්න බැරිද?,0,1764201600,එහෙම වෙන අයට අපෙ call record කරන එක නවත්වන්න බැරිද,"Normal
"
1,UgxAn3-mr8RoKAo60lR4AaABAg,@JodhaBan,"මාධ්‍යයට නොකියා අධිකරණය තුළ තමා නිර්දෝෂී බව ඔප්පු කරහන්..ජනාධිපති අනුර ඇමති හදුන්ව ධූරයෙන් වහා නෙරපා හැරිය යුතුයි..පරීක්ෂණ වලට බාදා නොවීම පිණිස.. ප්‍රබල කර්මාන්ත ඇමති හදුන්ව වහා නෙරපා දමනු...
අතීතයේ ජනපති R.ප්‍රේමදාසගෙ කර්මාන්ත ඇමති රනිල් බටලන්ද චෝදනා ඇත..
එබැවින් ප්‍රබල කර්මාන්ත ඇමතියා පරීක්ෂණ අවසන් වන තෙක් ආණ්ඩුවේ කිසිදු තනතුරක් නොදැරිය යුතුයි... . . ..",17,1764201600,මාධ් යයට නොකියා අධිකරණය තුළ තමා නිර්දෝෂී බව ඔප්පු කරහන් ජනාධිපති අනුර ඇමති හදුන්ව ධූරයෙන් වහා නෙරපා හැරිය යුතුයි පරීක්ෂණ වලට බාදා නොවීම පිණිස ප් රබල කර්මාන්ත ඇමති හදුන්ව වහා නෙරපා දමනු අතීතයේ ජනපති r ප් රේමදාසගෙ කර්මාන්ත ඇමති රනිල් බටලන්ද චෝදනා ඇත එබැවින් ප් රබල කර්මාන්ත ඇමතියා පරීක්ෂණ අවසන් වන තෙක් ආණ්ඩුවේ කිසිදු තනතුරක් නොදැරිය යුතුයි,"Normal
"
1,UgxAn3-mr8RoKAo60lR4AaABAg.AQ-K0I4m2RzAQ-qNIy_XQG,@kumapixchannel,go kathawak ne...oya minissunta mandayata handa pata nodi...paminillak danna thibunane...,0,1764201600,go kathawak ne oya minissunta mandayata handa pata nodi paminillak danna thibunane,Hate
1,UgwMHmNPs2kUbdgJyu94AaABAg,@ManojPSKarunarathne,"😂😂😂 හොද වැඩේ මොන මගුලටද ඇමති කෙනෙක් එහෙමවත් පැහැදිලි කරන්න යන්නෙ. කස්ටම්  එකෙන්ම විසදා ගන්න කිව්වම ඉවරයි .ඔයාලට දැන් මඤ්ඤං. අර කතාවක් තියෙන්නෙ 
මොලේ තියනකොට බලේ නෑ
බලේ තියනකොට මො⁣ළේ නෑ 😂😂",9,1764201600,හොද වැඩේ මොන මගුලටද ඇමති කෙනෙක් එහෙමවත් පැහැදිලි කරන්න යන්නෙ කස්ටම් එකෙන්ම විසදා ගන්න කිව්වම ඉවරයි ඔයාලට දැන් මඤ්ඤං අර කතාවක් තියෙන්නෙ මොලේ තියනකොට බලේ නෑ බලේ තියනකොට මො ළේ නෑ,"Normal
"
1,UgwMHmNPs2kUbdgJyu94AaABAg.AQ-C4-dkos4AQ8fa7tuVOa,@gamakumburejayalath3177,"ඒ කාලෙත් මොලේ නැහැ.
බොරු චෝදණා හදල ස්ටේජ් වල මර ලතෝණි දෙන්න මොලයක් ඹ්නි නැහැ. වාචාලකම හොදටෝම ප්‍රමාණවත්.
ඊය එහා දෙයක් මේ අයගෙන් බලාපොරොත්තු වෙන්න බැහැ..
මමත් අහුවුණා…",1,1764547200,ඒ කාලෙත් මොලේ නැහැ බොරු චෝදණා හදල ස්ටේජ් වල මර ලතෝණි දෙන්න මොලයක් ඹ්නි නැහැ වාචාලකම හොදටෝම ප් රමාණවත් ඊය එහා දෙයක් මේ අයගෙන් බලාපොරොත්තු වෙන්න බැහැ මමත් අහුවුණා,Hate
1,UgwMHmNPs2kUbdgJyu94AaABAg.AQ-C4-dkos4AQ8z4jby7sK,@ThissaAdasuriya,මේකා මේ වැඩේ කළා කියන එක උගෙ කටින්ම කියවුනා. එතකොට මේ සම්බන්ධයෙන් කටයුතු කරන්නේ නිළධාරීන් නොවේද. නොඑසේ නම් වෙනත් අමාත්‍යංශයක ඇමතිවරයෙක්ද. මේකෙන් ඉතා පැහැදිළියි මේ හාදයා පල් හොරෙක් බව.,1,1764547200,මේකා මේ වැඩේ කළා කියන එක උගෙ කටින්ම කියවුනා එතකොට මේ සම්බන්ධයෙන් කටයුතු කරන්නේ නිළධාරීන් නොවේද නොඑසේ නම් වෙනත් අමාත් යංශයක ඇමතිවරයෙක්ද මේකෙන් ඉතා පැහැදිළියි මේ හාදයා පල් හොරෙක් බව,Hate
1,Ugw1zZGqZcm4GIBTW5F4AaABAg,@kasunmalinga3412,😂😂 ජෙප්පෝ තමා රියල් හොරු 😂😂,16,1764201600,ජෙප්පෝ තමා රියල් හොරු,Hate
1,Ugw1zZGqZcm4GIBTW5F4AaABAg.AQ-4vU9lfI0AQ8yV0mIQrp,@ThissaAdasuriya,නිකම්ම හොරු නොවෙයි පල් හොරු.,0,1764547200,නිකම්ම හොරු නොවෙයි පල් හොරු,Hate
1,UgwI8CXlZ770XXwJYW54AaABAg,@KesarinduManamperi,"😅😂 okkoma horu , wena kiyanna deyak ne.😂",11,1764201600,okkoma horu wena kiyanna deyak ne,Hate
1,UgwI8CXlZ770XXwJYW54AaABAg.AQ-0hKtgdLyAQ-qPLDOYLz,@kumapixchannel,"moda kamane oyage penne
'",1,1764201600,moda kamane oyage penne,Hate
1,UgwI8CXlZ770XXwJYW54AaABAg.AQ-0hKtgdLyAQ0csiDZvjN,@නරේන්ද්රෂරීෆ්,​ @kumapixchannel dobiya😂,2,1764201600,kumapixchannel dobiya,Hate
2,UgxqCE_oGEx493rP_td4AaABAg,@nethsarakavind33445,බේරෙ වැවෙ නාපු උන් කාලෙකින් තෙත් වෙලා😂,0,1760227200,බේරෙ වැවෙ නාපු උන් කාලෙකින් තෙත් වෙලා,Hate
2,UgzNrqQU0yVvMFnZeB54AaABAg,@pramithakumari8151,මාලිමාවේ කට්ටිය හරිම කැතයි කථා කරන විදිහ ළමයි කොහොමද මේව බලන්නේ,0,1760227200,මාලිමාවේ කට්ටිය හරිම කැතයි කථා කරන විදිහ ළමයි කොහොමද මේව බලන්නේ,Hate
2,Ugy8wGe9cGJbuaJ3uLh4AaABAg,@induganga-h4k,Thopine lapai sipai sakkli,0,1760227200,thopine lapai sipai sakkli,Hate
2,UgzzJBNl8sYSbXz_5D54AaABAg,@GaminiHettiarachchi-r9b,Kathaiyath ballange pThthe uge a.........,0,1760227200,kathaiyath ballange pththe uge a,Hate
2,Ugwtbtl4E_pEsB5_6Dx4AaABAg,@GaminiHettiarachchi-r9b,Bimmalge nahadichcha😮 kama amu gobba gathiya awajathaka kama me bimmal pennanawa,0,1760227200,bimmalge nahadichcha kama amu gobba gathiya awajathaka kama me bimmal pennanawa,Hate
2,UgxK8uPY9UlDv-nPU9t4AaABAg,@Kuscota_Scenes,Hesirenna dannethi eun parliment yewwe mokada 😅,0,1760227200,hesirenna dannethi eun parliment yewwe mokada,Normal
2,UgwU1eJnW3_gB74Xe-h4AaABAg,@amalperera3074,ජෙප්පෝ සෙට් එක 😄😄😄😄😄😄😄😄😄😄😄😄,0,1760227200,ජෙප්පෝ සෙට් එක,Hate
2,Ugz6FApip2FpAVXXWBZ4AaABAg,@SandeeshSewanagala,මොහු කතානායක තනතුරට සුදුසු නෑ. කතානායකවරයා හැමවිටම අපක්ෂපාතී විය යුතුයි.,3,1760227200,මොහු කතානායක තනතුරට සුදුසු නෑ කතානායකවරයා හැමවිටම අපක්ෂපාතී විය යුතුයි,Normal
2,UgyDqe8Ne-WbJ9yP6LV4AaABAg,@robonat_crooso,😅,0,1760227200,,Hate
2,Ugwj7-_6ER1VgzVMx254AaABAg,@sanjeewabandara2953,බිග් කුච්චන් 😂😂,0,1760227200,බිග් කුච්චන්,Hate
2,UgxaREmDrHAbW_GqjGt4AaABAg,@BuddhikaPrabath-qi9eg,Janadipatitumatama mun lapaya kiwwa ne... 😂😂😂😂,0,1760227200,janadipatitumatama mun lapaya kiwwa ne,Hate
2,UgxDeQ0jRzg7iDP7r9d4AaABAg,@kasunkulanga,Jvp karayyo deshapalanaya karanawanan english panthiyakata palayalla. Oya thiyenne dina 30n katha karawanawai kiyala 😮,0,1760227200,jvp karayyo deshapalanaya karanawanan english panthiyakata palayalla oya thiyenne dina n katha karawanawai kiyala,Hate
2,UgyPaEfy23qa7CA0lSx4AaABAg,@vidmimunasinghe7066,😂😂😂 big kuchchan😂😂😂,3,1760227200,big kuchchan,Hate
2,UgzFEWHZox6XdMNpw3l4AaABAg,@Pradeepkumara-y8o,ඉස්ස බිජ්ජ කුච්චන් ...,4,1760227200,ඉස්ස බිජ්ජ කුච්චන්,Hate
2,Ugyzq9EEZ_9yBa-TS7N4AaABAg,@Kaveesha_Vimansi,අද ඉදන් බිග් කුච්චන් කියන්නේ බිමල් රත්නායකට...ඔන්න නම තිබ්බා...😎💪,9,1760227200,අද ඉදන් බිග් කුච්චන් කියන්නේ බිමල් රත්නායකට ඔන්න නම තිබ්බා,Hate
2,Ugz81rmkxmyzRQdYXkZ4AaABAg,@TehanRanga,ජෙප්පෝ පවු ඕයී😂,11,1760227200,ජෙප්පෝ පවු ඕයී,Hate
2,UgyLWHwoSMDFBh-UaZV4AaABAg,@BBbbb-o4n,කතානායක බල්ලා බලපියකො..මාලිමා බල්ලන්ට කඩේ යන කාලකන්නියෙක්,1,1760227200,කතානායක බල්ලා බලපියකො මාලිමා බල්ලන්ට කඩේ යන කාලකන්නියෙක්,Hate
2,UgxHG27mul-nF23Aufp4AaABAg,@Ruki1416,Bimal  classless hooligan 🤮,0,1760227200,bimal classless hooligan,Hate
2,UgzPz_BWWeKR6e9OXfN4AaABAg,@malithdilshan900,බිග් කුච්චන්,10,1760227200,බිග් කුච්චන්,Hate
2,Ugy0tAsLKtU26j2pSNp4AaABAg,@Sl-r8m,ආන්ඩුවේ උන් බලු උනා😂😂😂,27,1760227200,ආන්ඩුවේ උන් බලු උනා,Hate
2,UgyYW6QzGlXQakHWlex4AaABAg,@hardinsciver5930,Pawu within me toyiyoo😂,1,1760227200,pawu within me toyiyoo,Normal
2,UgwkJBtJXBIW-oxsXOR4AaABAg,@padhmalpeiris,It is a big question??,2,1760227200,it is a big question,Normal
2,Ugz0vp-qLIysNR8RBsp4AaABAg,@Upm-s8k,රටට කිසිම වැඩක් නැති බුරැවෝ ටිකක් පාර්ලිමේන්තුවට එවලා දැන් පාර්ලිමේන්තුව හැමදාම විහිලුවක් වෙලා. මේ අවුරැද්දට  කිසිම වැඩක් වෙලා නැහැ. අපරාදේ රටේ බදු මුදල්.,8,1760227200,රටට කිසිම වැඩක් නැති බුරැවෝ ටිකක් පාර්ලිමේන්තුවට එවලා දැන් පාර්ලිමේන්තුව හැමදාම විහිලුවක් වෙලා මේ අවුරැද්දට කිසිම වැඩක් වෙලා නැහැ අපරාදේ රටේ බදු මුදල්,Hate
2,UgxbSLmmvEXszjub6x14AaABAg,@NadeeshanDDPremarathne,බ්ක්කුච්චන්😂😂😂,10,1760227200,බ්ක්කුච්චන්,Normal
2,UgybzxjO9qCLq8qQlul4AaABAg,@රකුස්ලේ,"අඩෝ හෙන ආතල් ඇ ලපයි සිපයි උගේම පක්ෂෙට ඒ වචනෙන් ගැහැවුවා.😂

බිග් කුච්චන් අඩෝ හෙන ආතල් බන් පාර්ලිමේන්තුව.😂👍",19,1760227200,අඩෝ හෙන ආතල් ඇ ලපයි සිපයි උගේම පක්ෂෙට ඒ වචනෙන් ගැහැවුවා බිග් කුච්චන් අඩෝ හෙන ආතල් බන් පාර්ලිමේන්තුව,Hate
2,UgwgcMX2A5eVOsPb--54AaABAg,@daneshkalhara4910,"නලිනා කසිප්පු පාරක් ගහලා ඉන්නේ.
ගමෙත් ඕකා කසිප්පු තමයි පෙරුවේ.. 😂😂😂😂😂😂😂",2,1760227200,නලිනා කසිප්පු පාරක් ගහලා ඉන්නේ ගමෙත් ඕකා කසිප්පු තමයි පෙරුවේ,Hate
2,UgwgcMX2A5eVOsPb--54AaABAg.AMy8N25cBZ-AMyvTUgpn-q,@savinduKavishka-b7r,Ubata ridunada it's a big kuchcham😂,2,1760227200,ubata ridunada it s a big kuchcham,Hate
2,UgwgcMX2A5eVOsPb--54AaABAg.AMy8N25cBZ-AMz-AJ6yQCH,@daneshkalhara4910,"​ @savinduKavishka-b7r 
මගේ රිදිල්ලෙන් උඹට වැඩක් නෑනේ.
Big kuchchoo😅😅😅😅😅😂😂😂😂😂😂",1,1760227200,savindukavishka b r මගේ රිදිල්ලෙන් උඹට වැඩක් නෑනේ big kuchchoo,Hate
2,UgwgcMX2A5eVOsPb--54AaABAg.AMy8N25cBZ-AMzAgaWm1Jd,@savinduKavishka-b7r,​ @daneshkalhara4910 Anna arahe gihij vsdak balagsnim big kuchchanaya😅,1,1760227200,daneshkalhara anna arahe gihij vsdak balagsnim big kuchchanaya,Hate
2,UgwgcMX2A5eVOsPb--54AaABAg.AMy8N25cBZ-AN30IN6R7bY,@dilkidilki4236,​ @daneshkalhara4910  big kucchan,0,1760227200,daneshkalhara big kucchan,Hate
2,UgwThYEt_FnMvrDIPX94AaABAg,@shara4036,jvp --> BIG KUCHCHAN 😊,0,1760227200,jvp big kuchchan,Hate
2,Ugxus3bO3qGpspxpWip4AaABAg,@GayanSampath-rd5zp,ඇච්චුවලි  ඉස්ස  බික් කුච්චන්,5,1760227200,ඇච්චුවලි ඉස්ස බික් කුච්චන්,Hate
